LEI,Period,ItemKey,StageKey,QuartersInYTD,Amount,Quarterly
0W2PZJM8XOY22M4GG883,202309,2520101,0,3,6670.383289,6670.383289
0W2PZJM8XOY22M4GG883,202309,2520102,0,3,5346.662834,5346.662834
0W2PZJM8XOY22M4GG883,202309,2520103,0,3,431.219816,431.219816
0W2PZJM8XOY22M4GG883,202309,2520104,0,3,5485.637174,5485.637174
0W2PZJM8XOY22M4GG883,202309,2520105,0,3,15.850623,15.850623
0W2PZJM8XOY22M4GG883,202309,2520106,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520107,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520108,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520109,0,3,-240.809927,-240.809927
0W2PZJM8XOY22M4GG883,202309,2520110,0,3,-179.17317,-179.17317
0W2PZJM8XOY22M4GG883,202309,2520111,0,3,-1.358846,-1.358846
0W2PZJM8XOY22M4GG883,202309,2520112,0,3,-138.256249,-138.256249
0W2PZJM8XOY22M4GG883,202309,2520113,0,3,-25.965391,-25.965391
0W2PZJM8XOY22M4GG883,202309,2520114,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520115,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520116,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520117,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520118,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520119,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520120,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520121,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520122,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520123,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520124,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520125,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520126,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520127,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520128,0,3,598.6,598.6
0W2PZJM8XOY22M4GG883,202309,2520129,0,3,598.6,598.6
0W2PZJM8XOY22M4GG883,202309,2520130,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520131,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520132,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520133,0,3,5945.262834,5945.262834
0W2PZJM8XOY22M4GG883,202309,2520134,0,3,725.120455,725.120455
0W2PZJM8XOY22M4GG883,202309,2520135,0,3,725.120455,725.120455
0W2PZJM8XOY22M4GG883,202309,2520136,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520137,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520138,0,3,29276.203045,29276.203045
0W2PZJM8XOY22M4GG883,202309,2520139,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520140,0,3,0.182628,0.182628
0W2PZJM8XOY22M4GG883,202309,2520141,0,3,0.203075,0.203075
0W2PZJM8XOY22M4GG883,202309,2520142,0,3,0.227843,0.227843
0W2PZJM8XOY22M4GG883,202309,2520143,0,3,5346.662834,5346.662834
0W2PZJM8XOY22M4GG883,202309,2520146,0,3,0.182628,0.182628
0W2PZJM8XOY22M4GG883,202309,2520147,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520148,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520149,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520150,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520151,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520152,0,3,-0.481198,-0.481198
0W2PZJM8XOY22M4GG883,202309,2520153,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520201,0,3,17173.833773,17173.833773
0W2PZJM8XOY22M4GG883,202309,2520202,0,3,3167.720941,3167.720941
0W2PZJM8XOY22M4GG883,202309,2520203,0,3,12182.822709,12182.822709
0W2PZJM8XOY22M4GG883,202309,2520204,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520205,0,3,1196.863461,1196.863461
0W2PZJM8XOY22M4GG883,202309,2520206,0,3,2845.855866,2845.855866
0W2PZJM8XOY22M4GG883,202309,2520207,0,3,524.99327,524.99327
0W2PZJM8XOY22M4GG883,202309,2520208,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520209,0,3,0.001338,0.001338
0W2PZJM8XOY22M4GG883,202309,2520210,0,3,4448.882446,4448.882446
0W2PZJM8XOY22M4GG883,202309,2520211,0,3,2013.406053,2013.406053
0W2PZJM8XOY22M4GG883,202309,2520212,0,3,2435.476393,2435.476393
0W2PZJM8XOY22M4GG883,202309,2520213,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520214,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520215,0,3,4119.414,4119.414
0W2PZJM8XOY22M4GG883,202309,2520216,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520217,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520218,0,3,4119.414,4119.414
0W2PZJM8XOY22M4GG883,202309,2520219,0,3,163.222352,163.222352
0W2PZJM8XOY22M4GG883,202309,2520220,0,3,29276.203045,29276.203045
0W2PZJM8XOY22M4GG883,202309,2520301,0,3,1928.665972,736.418272
0W2PZJM8XOY22M4GG883,202309,2520302,0,3,145.955292,54.953347
0W2PZJM8XOY22M4GG883,202309,2520303,0,3,894.387715,337.63522
0W2PZJM8XOY22M4GG883,202309,2520304,0,3,1723.74021,644.592729
0W2PZJM8XOY22M4GG883,202309,2520305,0,3,971.61503,379.770797
0W2PZJM8XOY22M4GG883,202309,2520306,0,3,186.713697,72.796115
0W2PZJM8XOY22M4GG883,202309,2520307,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520308,0,3,2.956913,1.304797
0W2PZJM8XOY22M4GG883,202309,2520309,0,3,1241.42275,452.523124
0W2PZJM8XOY22M4GG883,202309,2520310,0,3,7.215788,10.27586
0W2PZJM8XOY22M4GG883,202309,2520311,0,3,522.458424,134.967533
0W2PZJM8XOY22M4GG883,202309,2520312,0,3,22.952619,5.274086
0W2PZJM8XOY22M4GG883,202309,2520313,0,3,-14.010712,-7.644934
0W2PZJM8XOY22M4GG883,202309,2520314,0,3,2.255402,-0.253078
0W2PZJM8XOY22M4GG883,202309,2520315,0,3,12.738464,2.668601
0W2PZJM8XOY22M4GG883,202309,2520316,0,3,2002.91541,690.941532
0W2PZJM8XOY22M4GG883,202309,2520317,0,3,813.115554,272.225275
0W2PZJM8XOY22M4GG883,202309,2520318,0,3,47.644459,15.838815
0W2PZJM8XOY22M4GG883,202309,2520319,0,3,-4.711746,6.892567
0W2PZJM8XOY22M4GG883,202309,2520320,0,3,-1.540919,7.07907
0W2PZJM8XOY22M4GG883,202309,2520321,0,3,-3.170827,-0.186503
0W2PZJM8XOY22M4GG883,202309,2520322,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520323,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520324,0,3,8.725758,35.623192
0W2PZJM8XOY22M4GG883,202309,2520325,0,3,-0.144872,0.003193
0W2PZJM8XOY22M4GG883,202309,2520326,0,3,8.87063,35.619999
0W2PZJM8XOY22M4GG883,202309,2520327,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520328,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520329,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520330,0,3,3.81314,0.036467
0W2PZJM8XOY22M4GG883,202309,2520331,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520332,0,3,1072.97536,363.79165
0W2PZJM8XOY22M4GG883,202309,2520333,0,3,733.834972,248.223065
0W2PZJM8XOY22M4GG883,202309,2520334,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520335,0,3,733.834972,248.223065
0W2PZJM8XOY22M4GG883,202309,2520336,0,3,733.834972,248.223065
0W2PZJM8XOY22M4GG883,202309,2520337,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520338,0,3,2.905954,0.036499
0W2PZJM8XOY22M4GG883,202309,2520339,0,3,71.885119,-3.357
0W2PZJM8XOY22M4GG883,202309,2520340,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2520901,0,3,5945.262834,5945.262834
0W2PZJM8XOY22M4GG883,202309,2520902,0,3,5945.262834,5945.262834
0W2PZJM8XOY22M4GG883,202309,2520903,0,3,82499.451344,82499.451344
0W2PZJM8XOY22M4GG883,202309,2520904,0,3,82499.451344,82499.451344
0W2PZJM8XOY22M4GG883,202309,2520905,0,3,0.072064,0.072064
0W2PZJM8XOY22M4GG883,202309,2520906,0,3,0.072064,0.072064
0W2PZJM8XOY22M4GG883,202309,2521001,0,3,16423.227263,16423.227263
0W2PZJM8XOY22M4GG883,202309,2521002,0,3,17397.405585,17397.405585
0W2PZJM8XOY22M4GG883,202309,2521003,0,3,1601.645657,1601.645657
0W2PZJM8XOY22M4GG883,202309,2521004,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2521005,0,3,1934.576438,1934.576438
0W2PZJM8XOY22M4GG883,202309,2521006,0,3,60940.911534,60940.911534
0W2PZJM8XOY22M4GG883,202309,2521007,0,3,275.214918,275.214918
0W2PZJM8XOY22M4GG883,202309,2521008,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2521009,0,3,1335.239813,1335.239813
0W2PZJM8XOY22M4GG883,202309,2521010,0,3,99908.221207,99908.221207
0W2PZJM8XOY22M4GG883,202309,2521016,1,3,1934.770355,1934.770355
0W2PZJM8XOY22M4GG883,202309,2521016,2,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2521016,3,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2521017,1,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2521017,2,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2521017,3,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2521018,1,3,8444.735055,8444.735055
0W2PZJM8XOY22M4GG883,202309,2521018,2,3,49.33166,49.33166
0W2PZJM8XOY22M4GG883,202309,2521018,3,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2521019,1,3,47250.996986,47250.996986
0W2PZJM8XOY22M4GG883,202309,2521019,2,3,4929.793853,4929.793853
0W2PZJM8XOY22M4GG883,202309,2521019,3,3,400.734622,400.734622
0W2PZJM8XOY22M4GG883,202309,2521026,1,3,-0.193918,-0.193918
0W2PZJM8XOY22M4GG883,202309,2521026,2,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2521026,3,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2521027,1,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2521027,2,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2521027,3,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2521028,1,3,-2.418111,-2.418111
0W2PZJM8XOY22M4GG883,202309,2521028,2,3,-9.178907,-9.178907
0W2PZJM8XOY22M4GG883,202309,2521028,3,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2521029,1,3,-12.661231,-12.661231
0W2PZJM8XOY22M4GG883,202309,2521029,2,3,-82.768168,-82.768168
0W2PZJM8XOY22M4GG883,202309,2521029,3,3,-125.290719,-125.290719
0W2PZJM8XOY22M4GG883,202309,2521201,0,3,32256.333515,32256.333515
0W2PZJM8XOY22M4GG883,202309,2521202,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2521203,0,3,141.345729,141.345729
0W2PZJM8XOY22M4GG883,202309,2521204,0,3,58805.623743,58805.623743
0W2PZJM8XOY22M4GG883,202309,2521205,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2521206,0,3,543.687757,543.687757
0W2PZJM8XOY22M4GG883,202309,2521207,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2521208,0,3,228.574009,228.574009
0W2PZJM8XOY22M4GG883,202309,2521209,0,3,353.889532,353.889532
0W2PZJM8XOY22M4GG883,202309,2521210,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2521211,0,3,302.463018,302.463018
0W2PZJM8XOY22M4GG883,202309,2521212,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2521213,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202309,2521214,0,3,92631.917303,92631.917303
0W2PZJM8XOY22M4GG883,202309,2521215,0,3,91746.990744,91746.990744
0W2PZJM8XOY22M4GG883,202309,2521216,0,3,7276.303904,7276.303904
0W2PZJM8XOY22M4GG883,202309,2521217,0,3,99908.221207,99908.221207
2138009Y59EAR7H1UO97,202309,2520101,0,3,451.183677,451.183677
2138009Y59EAR7H1UO97,202309,2520102,0,3,394.579077,394.579077
2138009Y59EAR7H1UO97,202309,2520103,0,3,159.320518,159.320518
2138009Y59EAR7H1UO97,202309,2520104,0,3,253.095575,253.095575
2138009Y59EAR7H1UO97,202309,2520105,0,3,-7.871805,-7.871805
2138009Y59EAR7H1UO97,202309,2520106,0,3,3.039104,3.039104
2138009Y59EAR7H1UO97,202309,2520107,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520108,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520109,0,3,-0.198254,-0.198254
2138009Y59EAR7H1UO97,202309,2520110,0,3,-1.821928,-1.821928
2138009Y59EAR7H1UO97,202309,2520111,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520112,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520113,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520114,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520115,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520116,0,3,-9.495645,-9.495645
2138009Y59EAR7H1UO97,202309,2520117,0,3,-9.495645,-9.495645
2138009Y59EAR7H1UO97,202309,2520118,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520119,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520120,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520121,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520122,0,3,-1.488489,-1.488489
2138009Y59EAR7H1UO97,202309,2520123,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520124,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520125,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520126,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520127,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520128,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520129,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520130,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520131,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520132,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520133,0,3,394.579077,394.579077
2138009Y59EAR7H1UO97,202309,2520134,0,3,56.6046,56.6046
2138009Y59EAR7H1UO97,202309,2520135,0,3,56.6046,56.6046
2138009Y59EAR7H1UO97,202309,2520136,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520137,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520138,0,3,2196.778905,2196.778905
2138009Y59EAR7H1UO97,202309,2520139,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520140,0,3,0.179617,0.179617
2138009Y59EAR7H1UO97,202309,2520141,0,3,0.179617,0.179617
2138009Y59EAR7H1UO97,202309,2520142,0,3,0.205384,0.205384
2138009Y59EAR7H1UO97,202309,2520143,0,3,394.579077,394.579077
2138009Y59EAR7H1UO97,202309,2520146,0,3,0.179617,0.179617
2138009Y59EAR7H1UO97,202309,2520147,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520148,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520149,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520150,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520151,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520152,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520153,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520201,0,3,1938.027516,1938.027516
2138009Y59EAR7H1UO97,202309,2520202,0,3,1938.027516,1938.027516
2138009Y59EAR7H1UO97,202309,2520203,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520204,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520205,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520206,0,3,10.857778,10.857778
2138009Y59EAR7H1UO97,202309,2520207,0,3,3.002254,3.002254
2138009Y59EAR7H1UO97,202309,2520208,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520209,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520210,0,3,7.092658,7.092658
2138009Y59EAR7H1UO97,202309,2520211,0,3,7.092658,7.092658
2138009Y59EAR7H1UO97,202309,2520212,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520213,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520214,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520215,0,3,237.7987,237.7987
2138009Y59EAR7H1UO97,202309,2520216,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520217,0,3,237.7987,237.7987
2138009Y59EAR7H1UO97,202309,2520218,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520219,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520220,0,3,2196.778905,2196.778905
2138009Y59EAR7H1UO97,202309,2520301,0,3,167.088963,61.333624
2138009Y59EAR7H1UO97,202309,2520302,0,3,6.86323,2.475641
2138009Y59EAR7H1UO97,202309,2520303,0,3,150.488456,55.123728
2138009Y59EAR7H1UO97,202309,2520304,0,3,22.419149,9.064925
2138009Y59EAR7H1UO97,202309,2520305,0,3,16.980541,7.282977
2138009Y59EAR7H1UO97,202309,2520306,0,3,5.002075,1.682185
2138009Y59EAR7H1UO97,202309,2520307,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520308,0,3,0.014795,0.004937
2138009Y59EAR7H1UO97,202309,2520309,0,3,29.014787,8.071261
2138009Y59EAR7H1UO97,202309,2520310,0,3,0.000225,0.0
2138009Y59EAR7H1UO97,202309,2520311,0,3,8.618013,2.324429
2138009Y59EAR7H1UO97,202309,2520312,0,3,0.103763,-0.064612
2138009Y59EAR7H1UO97,202309,2520313,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520314,0,3,-0.249816,0.025214
2138009Y59EAR7H1UO97,202309,2520315,0,3,-2.481109,-0.867692
2138009Y59EAR7H1UO97,202309,2520316,0,3,179.690471,61.762236
2138009Y59EAR7H1UO97,202309,2520317,0,3,66.265413,22.24895
2138009Y59EAR7H1UO97,202309,2520318,0,3,6.78056,2.213079
2138009Y59EAR7H1UO97,202309,2520319,0,3,-0.691759,-0.331201
2138009Y59EAR7H1UO97,202309,2520320,0,3,-0.691759,-0.331201
2138009Y59EAR7H1UO97,202309,2520321,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520322,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520323,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520324,0,3,-5.844024,-2.438619
2138009Y59EAR7H1UO97,202309,2520325,0,3,-0.006191,-0.004704
2138009Y59EAR7H1UO97,202309,2520326,0,3,-5.837834,-2.433915
2138009Y59EAR7H1UO97,202309,2520327,0,3,0.039021,0.014566
2138009Y59EAR7H1UO97,202309,2520328,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520329,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520330,0,3,0.012436,0.0
2138009Y59EAR7H1UO97,202309,2520331,0,3,-4.750443,-1.396845
2138009Y59EAR7H1UO97,202309,2520332,0,3,101.609443,37.132216
2138009Y59EAR7H1UO97,202309,2520333,0,3,94.123023,34.052014
2138009Y59EAR7H1UO97,202309,2520334,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520335,0,3,94.123023,34.052014
2138009Y59EAR7H1UO97,202309,2520336,0,3,94.123023,34.052014
2138009Y59EAR7H1UO97,202309,2520337,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520338,0,3,-0.197486,0.198553
2138009Y59EAR7H1UO97,202309,2520339,0,3,6.596325,1.724953
2138009Y59EAR7H1UO97,202309,2520340,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2520901,0,3,394.579077,394.579077
2138009Y59EAR7H1UO97,202309,2520902,0,3,394.579077,394.579077
2138009Y59EAR7H1UO97,202309,2520903,0,3,4869.000185,4869.000185
2138009Y59EAR7H1UO97,202309,2520904,0,3,4869.000185,4869.000185
2138009Y59EAR7H1UO97,202309,2520905,0,3,0.081039,0.081039
2138009Y59EAR7H1UO97,202309,2520906,0,3,0.081039,0.081039
2138009Y59EAR7H1UO97,202309,2521001,0,3,494.270258,494.270258
2138009Y59EAR7H1UO97,202309,2521002,0,3,5.466526,5.466526
2138009Y59EAR7H1UO97,202309,2521003,0,3,2.217566,2.217566
2138009Y59EAR7H1UO97,202309,2521004,0,3,7.495259,7.495259
2138009Y59EAR7H1UO97,202309,2521005,0,3,160.098438,160.098438
2138009Y59EAR7H1UO97,202309,2521006,0,3,3898.047269,3898.047269
2138009Y59EAR7H1UO97,202309,2521007,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2521008,0,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2521009,0,3,203.847348,203.847348
2138009Y59EAR7H1UO97,202309,2521010,0,3,4771.442663,4771.442663
2138009Y59EAR7H1UO97,202309,2521016,1,3,160.042096,160.042096
2138009Y59EAR7H1UO97,202309,2521016,2,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2521016,3,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2521017,1,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2521017,2,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2521017,3,3,0.0,0.0
2138009Y59EAR7H1UO97,202309,2521018,1,3,1022.056949,1022.056949
2138009Y59EAR7H1UO97,202309,2521018,2,3,0.0,0.0
