LEI,Period,ItemKey,StageKey,QuartersInYTD,Amount,Quarterly
0W2PZJM8XOY22M4GG883,202209,2520101,0,3,6405.332295,6405.332295
0W2PZJM8XOY22M4GG883,202209,2520102,0,3,5123.673503,5123.673503
0W2PZJM8XOY22M4GG883,202209,2520103,0,3,431.219816,431.219816
0W2PZJM8XOY22M4GG883,202209,2520104,0,3,5170.59663,5170.59663
0W2PZJM8XOY22M4GG883,202209,2520105,0,3,-71.609506,-71.609506
0W2PZJM8XOY22M4GG883,202209,2520106,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520107,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520108,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520109,0,3,-186.391519,-186.391519
0W2PZJM8XOY22M4GG883,202209,2520110,0,3,-182.24568,-182.24568
0W2PZJM8XOY22M4GG883,202209,2520111,0,3,-2.428202,-2.428202
0W2PZJM8XOY22M4GG883,202209,2520112,0,3,-24.784758,-24.784758
0W2PZJM8XOY22M4GG883,202209,2520113,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520114,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520115,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520116,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520117,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520118,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520119,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520120,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520121,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520122,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520123,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520124,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520125,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520126,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520127,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520128,0,3,598.6,598.6
0W2PZJM8XOY22M4GG883,202209,2520129,0,3,598.6,598.6
0W2PZJM8XOY22M4GG883,202209,2520130,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520131,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520132,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520133,0,3,5722.273503,5722.273503
0W2PZJM8XOY22M4GG883,202209,2520134,0,3,683.058792,683.058792
0W2PZJM8XOY22M4GG883,202209,2520135,0,3,683.058792,683.058792
0W2PZJM8XOY22M4GG883,202209,2520136,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520137,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520138,0,3,31529.051557,31529.051557
0W2PZJM8XOY22M4GG883,202209,2520139,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520140,0,3,0.162506,0.162506
0W2PZJM8XOY22M4GG883,202209,2520141,0,3,0.181492,0.181492
0W2PZJM8XOY22M4GG883,202209,2520142,0,3,0.203157,0.203157
0W2PZJM8XOY22M4GG883,202209,2520143,0,3,5123.673503,5123.673503
0W2PZJM8XOY22M4GG883,202209,2520146,0,3,0.162506,0.162506
0W2PZJM8XOY22M4GG883,202209,2520147,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520148,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520149,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520150,0,3,0.0,0.0
0W2PZJM8XOY22M4GG883,202209,2520151,0,3,0.0,0.0
